Customer_ID,Month,City,Street,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Credit_Score,Has_Payday_Loan,Has_Credit_Builder_Loan,Has_Not_Specified_Loan,Has_Home_Equity_Loan,Has_Mortgage_Loan,Has_Personal_Loan,Has_Student_Loan,Has_Debt_Consolidation_Loan,Has_Auto_Loan,Loan_Count
CUS_0xa66b,April,Standhampton,Imperial Street,40,Journalist,33751.27,2948.605833,5,5,20.0,16,20,10.571428571428571,8,Standard,1328.93,31.4259218,19.458333333333332,Yes,107.54993339875,2,0,1,0,0,0,1,0,0,1,3
CUS_0xc0ab,April,Lonton,Old Street,33,Journalist,88640.24,7266.686667,3,6,1.0,4,0,3.51,3,Good,950.36,33.18720554666667,25.708333333333332,No,305.290104676,3,1,0,0,0,0,0,0,0,0,2
CUS_0x3e45,April,Standhampton,Jubilee Street,35,Journalist,54392.16,4766.68,6,4,14.0,10,8,5.54,3,Standard,179.22,30.29980524857143,27.125,Yes,277.29378674142856,2,0,0,1,0,0,1,1,0,0,3
CUS_0x6c66,April,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,23,9,8.86,6,Standard,2602.69,32.50771865,9.208333333333334,Yes,30.31499549,1,1,0,0,1,0,1,1,0,1,7
CUS_0xff4,April,Standhampton,Old Street,37,Journalist,25546.26,2415.855,8,7,14.0,16,10,8.205,5,Standard,758.44,32.59825678875,18.458333333333332,Yes,131.69746963285715,2,0,1,1,0,0,0,1,0,1,5
CUS_0x33d2,April,Standhampton,Jubilee Street,31,Teacher,31993.78,2942.148333,6,6,7.0,8,14,6.78,1,Standard,818.22,30.5558269,17.125,Yes,1357.13099812125,2,1,0,0,1,0,0,0,0,0,2
CUS_0x6070,April,BadShire,Fleet Street,20,Architect,92047.08,7591.59,6,7,16.0,16,11,9.930000000000001,4,Standard,1296.64,34.86769996875,29.458333333333332,Yes,229.26965331500003,1,0,0,0,0,0,0,0,0,0,0
CUS_0xfdb,April,Standhampton,Grove Street,46,Journalist,32284.62,2898.385,6,7,17.0,11,12,7.934285714285715,10,Standard,1283.37,29.635238535714286,6.708333333333333,Yes,1585.7681491157143,2,1,1,1,0,1,1,0,0,0,6
CUS_0x3553,April,Lonton,Imperial Street,26,Teacher,97791.42,7701.3956081999995,6,6,12.0,18,8,16.205714285714286,1,Standard,107.41,30.553291551666668,27.458333333333332,Yes,311.1560320925,2,0,0,0,0,0,0,0,0,0,0
CUS_0x4100,April,BadShire,Queen Street,32,Farmer,19300.34,1512.361667,6,7,17.0,51,19,10.783333333333333,7,Bad,2430.21,28.55548712285714,18.458333333333332,Yes,101.62811498857143,1,1,0,1,0,1,0,0,1,1,5
CUS_0x132f,April,BadShire,High Street,41,Journalist,19514.88,1828.24,7,5,17.0,30,12,4.17,2,Standard,881.4,31.009188795714284,19.541666666666668,No,106.0485965857143,1,0,0,0,0,0,0,0,0,0,0
CUS_0xa16e,April,BadShire,South Street,41,Artist,10183.015,1074.584583,7,5,17.0,48,21,8.47,6,Bad,1672.43,28.01062745666667,10.375,Yes,64.65220184571429,1,0,1,0,0,1,0,1,0,0,5
CUS_0xac86,April,Lonton,Market Street,20,Accountant,106733.13,8873.4275,4,4,1.0,5,6,0.026666666666666686,0,Good,76.23,34.35333575,33.04166666666667,No,419.0422265,3,0,0,0,0,0,0,0,0,0,0
CUS_0x5b48,April,BadShire,Imperial Street,32,Architect,12600.445,782.0370833,5,5,10.0,25,19,16.99,7,Standard,569.8,32.36760834571429,12.541666666666666,Yes,37.06119083666667,1,0,0,1,0,0,0,1,0,0,3
CUS_0xa5f9,April,BadShire,North Street,34,Farmer,57983.12,4720.926667,9,8,31.0,48,21,7.645,17,Bad,3532.83,32.80907094125,12.458333333333334,Yes,302.1958022,1,1,1,1,0,0,0,1,1,0,8
CUS_0x4d43,April,Standhampton,Fleet Street,48,Architect,20787.69,1999.3075,8,6,14.0,22,14,1.505,3,Standard,614.6,29.99948237166667,18.125,No,1343.3416418625,2,0,1,0,1,0,0,0,0,0,3
CUS_0xb95f,April,BadShire,Trafalgar Street,30,Writer,34290.12,2697.51,9,8,25.0,52,12,14.335,9,Standard,2686.81,32.68799750375,13.958333333333334,Yes,1580.9555238957144,1,0,1,0,1,1,0,0,1,1,7
CUS_0x3edc,April,Standhampton,Old Street,32,Architect,43070.24,3622.186667,3,3,18.0,11,8,8.97,4,Standard,1233.1,29.4183318675,19.458333333333332,Yes,240.817384635,2,0,0,0,0,0,0,0,1,0,1
CUS_0xbffe,April,Standhampton,MemoryStreet,40,Architect,1109808.6583333332,2210.0325,6,3,15.0,25,12,4.89,2,Standard,400.07,32.037525136250004,30.541666666666668,Yes,68.83621232714286,2,1,0,1,0,0,0,0,0,1,3
CUS_0xb681,April,BadShire,Lombard Street,37,Farmer,39641.54,3007.461667,10,8,25.0,61,16,1.04,8,Bad,2258.73,29.93352975,8.958333333333334,Yes,208.6760685857143,1,1,0,0,0,1,0,1,1,1,6
CUS_0x9a71,April,Lonton,Regent Street,55,Engineer,90957.6425,1684.168333,1,5,1.0,5,6,5.972857142857142,4,Good,413.32,33.23818467833333,18.541666666666668,No,91.363987235,2,0,0,0,1,0,0,0,0,1,2
CUS_0x6048,April,BadShire,King Street,43,Unemployed,18627.64,1387.303333,7,7,19.0,31,21,5.236666666666667,7,Bad,1793.54,34.3927702,19.041666666666668,Yes,68.631324945,1,1,1,1,0,0,0,1,0,0,6
CUS_0x95b5,April,Standhampton,MemoryStreet,22,Architect,12986.745,959.22875,4,3,10.0,30,17,12.425,7,Standard,1489.49,29.89509787714286,8.958333333333334,Yes,63.2856121625,2,1,0,0,0,1,0,0,0,0,2
CUS_0x4004,April,Standhampton,MemoryStreet,44,Journalist,58317.0,4664.75,8,5,9.0,18,20,18.08,10,Standard,98.97,30.96223615625,13.375,Yes,155.1794600825,2,0,0,0,1,1,1,0,0,0,6
CUS_0xb101,April,Lonton,Old Street,37,Teacher,42171.98,3764.331667,2,7,10.0,4,10,3.455,4,Good,556.91,35.243160052,21.708333333333332,No,125.9786991325,2,0,0,1,0,0,0,0,0,1,3
CUS_0x9b94,April,Lonton,New Street,36,Architect,71681.4,5799.45,3,6,15.0,8,8,9.69,0,Standard,1293.02,34.897227441249996,25.875,Yes,1646.2202191142858,3,0,0,1,0,0,0,0,0,0,1
CUS_0x4080,April,BadShire,Imperial Street,16,Architect,29469.98,2227.831667,7,7,24.0,53,21,26.69,11,Bad,3421.66,31.977473451428573,13.458333333333334,Yes,71.67113248625,1,0,1,1,0,0,1,0,1,0,5
CUS_0x706a,April,Standhampton,Fleet Street,20,Architect,72559.36,6284.613333,4,5,17.0,14,19,1.1685714285714288,1,Standard,1173.7,34.322670196000004,28.208333333333332,No,271.8170635833333,2,1,1,0,1,1,0,0,0,0,4
CUS_0x42ac,April,BadShire,Lombard Street,37,Cleaner,15566.02,1423.168333,8,5,32.0,17,20,9.64,9,Standard,1693.95,30.77401540875,8.125,Yes,101.304271695,1,0,1,0,1,1,1,0,0,0,4
CUS_0x571f,April,Standhampton,Pine Street,18,Architect,66567.32,5800.276667,5,7,5.0,7,15,4.812857142857143,0,Standard,233.79,30.400374791249998,24.541666666666664,No,315.0704694171429,2,0,0,1,0,1,0,0,0,0,2
CUS_0xb5ff,April,Standhampton,Pine Street,33,Teacher,12909.895,853.8245833,5,5,13.0,22,14,7.58,1,Standard,602.5,32.8535977625,17.375,No,57.952228115714284,2,0,0,0,0,0,0,0,0,0,0
CUS_0x6a1b,April,Standhampton,Grove Street,33,Architect,30788.44,2623.703333,7,9,31.0,49,20,21.73,9,Bad,3470.08,33.191869457500005,1.4583333333333335,Yes,99.26272559,2,1,1,0,1,0,1,0,0,0,6
CUS_0x9bc1,April,Standhampton,Imperial Street,42,Journalist,20574.47,1740.539167,6,3,14.0,6,10,12.74,11,Standard,749.95,32.55140045,11.208333333333334,Yes,124.98863853833333,2,0,1,0,1,0,1,0,0,0,4
CUS_0xc65,April,Lonton,Market Street,22,Manager,148699.32,12432.61,3,4,5.0,13,6,9.325,1,Good,949.38,35.995447578,30.875,No,1724.2932245285715,3,1,0,0,0,1,1,0,0,0,3
CUS_0xaedb,April,Lonton,Elm Street,19,Media_Manager,85554.03,7185.5025,4,2,3.0,12,7,6.43,3,Good,1095.73,36.9720540175,19.875,No,184.54376324142856,3,0,0,0,0,0,0,0,0,0,0
CUS_0x8e9b,April,Standhampton,High Street,15,Teacher,2667013.82,4369.4825,10,10,18.0,30,18,26.418571428571425,11,Bad,3422.49,31.12094977375,10.708333333333334,Yes,189.3188428125,2,1,0,1,1,0,1,1,1,0,8
CUS_0x609d,April,BadShire,Grove Street,27,Teacher,2477067.70125,1057.435833,7,10,33.0,59,24,8.32,11,Bad,2797.17,31.140093541666666,14.208333333333334,Yes,1497.9322271328572,1,1,1,0,0,1,1,1,0,0,9
CUS_0x75c6,April,Lonton,Downing Street,30,Entrepreneur,461849.8685714286,7489.973333,2,6,8.0,2,4,10.813333333333334,0,Good,680.77,31.39059247142857,20.958333333333332,No,302.8232436,3,1,0,0,0,0,0,0,0,1,2
CUS_0x9b3c,April,Standhampton,Fleet Street,43,Teacher,81842.28,6810.19,10,9,25.0,20,19,15.85,11,Bad,3053.16,27.589586407142857,0.625,Yes,230.04630159166666,2,1,1,0,1,0,1,1,0,1,9
CUS_0x22a3,April,Lonton,Quality Street,38,Journalist,95956.5,8279.375,8,4,11.0,23,10,12.273333333333333,2,Standard,1079.73,33.946517926249996,31.875,NM,553.5198728714286,2,0,0,0,0,0,1,1,0,0,2
CUS_0xb14,April,BadShire,South Street,26,Farmer,49967.01,4091.9175,7,6,31.0,27,11,20.155714285714286,11,Standard,2253.95,31.1681914725,17.125,Yes,116.26833455,1,1,0,1,0,0,0,1,1,1,6
CUS_0xb986,April,BadShire,Oak Street,14,Artist,39887.22,3224.935,9,9,16.0,57,19,16.392857142857142,14,Bad,3119.6,30.817784638333336,12.708333333333334,Yes,164.20336535428572,1,0,0,1,1,1,0,1,0,1,5
CUS_0xbe1b,April,BadShire,King Street,44,Cleaner,14129.76,1014.269598,8,5,21.0,62,18,5.51,6,Bad,4071.62,32.34156935428572,12.875,Yes,68.39474882714286,1,1,0,1,0,1,1,1,1,0,8
CUS_0x9ce6,April,Standhampton,Oxford Street,43,Doctor,123732.32,10416.02667,4,3,11.0,15,8,11.92,3,Good,1154.46,33.93021815,27.541666666666668,No,1976.8797062783335,2,0,0,0,0,0,0,0,0,0,0
CUS_0x6ffb,April,Standhampton,New Street,37,Architect,17251.38,1654.615,6,3,7.0,8,15,15.06,6,Standard,2431.64,31.504325381428572,11.625,Yes,98.082777314,2,0,0,1,1,1,1,1,0,0,7
CUS_0x4315,April,Lonton,MemoryStreet,23,Architect,36822.29,3132.524167,8,7,6.0,14,19,5.79,5,Standard,125.25,31.99172057125,24.958333333333332,No,153.68982350666667,3,0,1,1,1,0,1,0,0,0,4
CUS_0x3f5b,April,Standhampton,Old Street,25,Journalist,80108.31,6866.6925,5,3,17.0,25,19,15.386666666666667,1,Standard,997.28,35.24762272,17.875,Yes,187.8272916342857,2,0,0,0,0,0,0,0,0,0,0
CUS_0x9d78,April,BadShire,Jubilee Street,20,Teacher,69977.6,5978.466667,10,7,20.0,49,18,6.81,11,Bad,3042.36,31.695283984285712,12.958333333333334,Yes,351.9112686875,1,0,0,0,0,1,1,1,0,1,9
CUS_0x47db,April,BadShire,Trafalgar Street,16,Writer,78988.48,6449.373333,9,5,29.0,27,17,14.436666666666666,9,Bad,1746.9,33.93017822428571,10.375,Yes,285.5864042057143,1,0,1,1,0,1,0,0,1,1,7
CUS_0x8f17,April,BadShire,King Street,45,Farmer,41746.76,3651.896667,8,5,31.0,62,21,9.06,11,Bad,1936.79,32.110487635714286,19.375,Yes,151.66951484625,1,0,0,1,0,1,1,0,0,0,3
CUS_0x7d0b,April,BadShire,Quality Street,22,Journalist,19981.6,1459.133333,10,8,20.0,54,21,23.58,12,Bad,4834.59,33.53639271285714,10.458333333333334,Yes,1502.8690336271427,1,0,1,0,1,0,0,1,0,0,7
CUS_0x7504,April,Standhampton,New Street,19,Teacher,73737.36,5936.78,7,3,18.0,20,20,14.795,2,Standard,1219.39,33.37396998,31.375,Yes,217.59232545714286,2,1,1,1,0,0,0,0,0,0,4
CUS_0x774,April,Lonton,Canal Street,34,Developer,88362.46,7255.538333,5,2,8.0,15,8,10.76,4,Good,325.93,31.82936547,30.958333333333332,No,217.56983692666668,3,0,0,0,1,0,1,0,1,0,3
CUS_0x9f70,April,Lonton,Market Street,45,Entrepreneur,118248.6,10115.05,5,1,4.0,13,10,3.1185714285714283,4,Good,191.09,34.5450062575,17.375,No,2094.6651162666667,3,0,0,0,0,0,0,0,0,0,0
CUS_0xab76,April,Standhampton,Grove Street,26,Teacher,60162.1,5197.508333,5,7,5.0,18,10,15.075714285714284,9,Standard,1037.45,30.82534713875,13.458333333333334,Yes,1444.1963097975001,2,1,0,0,1,0,0,1,1,0,7
CUS_0x5cdf,April,BadShire,Grove Street,18,Teacher,75273.24,6509.854003666667,8,6,32.0,50,10,14.514285714285714,6,Standard,2497.34,34.54690798714286,5.458333333333333,Yes,199.97138501125,1,1,1,0,1,0,0,0,1,0,5
CUS_0x2184,April,Standhampton,Quality Street,18,Journalist,54820.89,4295.4075,8,7,28.0,41,17,18.42,8,Bad,4795.13,33.13230361714286,3.2083333333333335,Yes,201.56500856600002,2,0,0,0,1,1,1,0,1,0,6
CUS_0xa156,April,BadShire,King Street,42,Musician,58674.66,4824.555,8,5,15.0,57,23,2.29,11,Bad,2425.38,32.97530647875,13.375,Yes,245.34311345625,1,1,0,1,1,0,0,0,0,1,4
CUS_0x74f2,April,Standhampton,Imperial Street,30,Journalist,30390.44,2721.536667,5,6,5.0,19,20,8.985,4,Standard,580.31,30.845996817142858,24.541666666666664,No,2600.3806857150003,2,0,0,1,0,1,0,1,0,0,4
CUS_0x308b,April,BadShire,Park Street,42,Artist,45207.54,3507.295,8,8,24.0,24,20,9.065714285714286,9,Bad,2497.48,27.241467484285714,16.625,Yes,1401.01234113,1,0,0,0,1,1,1,1,0,1,6
CUS_0x2827,April,Lonton,Pine Street,18,Architect,2533717.38,11479.126602857143,0,3,7.0,15,7,6.08,1,Good,1045.11,37.55605391857143,23.208333333333336,No,1773.977596242857,2,1,0,1,0,0,0,0,0,0,2
CUS_0xa295,April,Standhampton,High Street,39,Journalist,30346.35,2651.8625,5,4,14.0,29,9,19.8,5,Standard,523.56,32.04386756,8.625,Yes,133.65587048625,2,1,0,1,0,1,1,0,0,1,7
CUS_0x6c2e,April,Lonton,Quality Street,47,Teacher,18681.465,1584.78875,2,3,9.0,6,8,4.4,3,Good,327.88,32.1234111225,31.041666666666668,No,1322.56361335375,3,0,0,0,1,0,0,1,0,0,2
CUS_0x384c,April,Standhampton,New Street,42,Teacher,9841.34,690.1116667,8,9,31.0,61,15,29.805714285714284,8,Bad,4984.82,34.10906143625,4.708333333333333,Yes,44.86463247333334,2,1,0,0,0,0,1,0,1,1,5
CUS_0x6cbb,April,Lonton,Regent Street,35,Developer,72330.98,6300.581667,0,3,11.0,1,6,4.62,1,Good,596.78,32.68451123,32.958333333333336,No,276.22776256125,3,0,0,0,0,0,0,0,0,1,1
CUS_0x36ab,April,Standhampton,Jubilee Street,16,Journalist,3758665.0749999997,3495.2608417142856,10,7,30.0,36,17,8.27,10,Bad,2174.16,32.12578307,12.458333333333334,Yes,137.63599617333333,1,0,1,1,1,1,0,0,0,1,6
CUS_0x6649,April,Standhampton,MemoryStreet,19,Architect,34106.78,2767.231667,8,5,17.0,8,10,9.631428571428572,0,Standard,996.54,32.85745810625,32.208333333333336,Yes,144.41139568625,2,0,0,0,0,0,0,0,0,0,0
CUS_0x6856,April,Lonton,Canal Street,25,Accountant,2448802.7914285716,10795.6325,1,3,1.0,9,5,4.165,0,Good,137.15,30.56692394142857,26.875,No,1524.5889343125,3,1,0,0,0,0,0,1,0,1,4
CUS_0xa27e,April,Standhampton,Grove Street,34,Teacher,17001.34,1214.778333,6,5,5.0,10,20,6.62,0,Standard,1093.87,28.9113241025,17.458333333333332,No,1495.9377909628572,2,0,0,0,1,0,0,0,0,0,1
CUS_0x700d,April,BadShire,Trafalgar Street,21,Mechanic,44719.17,3969.5975,6,6,29.0,46,19,25.043333333333337,11,Bad,3818.57,31.308964475,13.208333333333334,Yes,229.25903805714287,1,1,1,0,0,0,1,0,1,1,7
CUS_0x78e0,April,Standhampton,Quality Street,47,Architect,17787.34,1242.278333,8,4,16.0,5,15,5.65,0,Standard,730.9,30.7405348625,30.041666666666668,No,81.09089233142856,2,0,0,0,0,0,0,1,0,1,2
CUS_0x6794,April,Lonton,Penny Lane,42,Manager,103353.06,8527.755,3,3,6.0,4,9,3.735,2,Good,1374.56,33.531878985,25.875,No,419.86882289285717,3,0,0,0,0,0,0,1,0,0,1
CUS_0xe2c,April,Standhampton,Old Street,38,Architect,31021.24,2756.103333,7,7,11.0,16,20,12.043333333333335,7,Standard,852.81,34.47347559375,33.125,No,1362.41980888125,2,0,0,0,0,0,1,0,0,1,4
CUS_0x36bb,April,Lonton,High Street,36,Architect,134978.24,10748.587118,8,5,15.0,9,16,10.39,3,Standard,668.14,35.579575295714285,26.458333333333332,Yes,511.31966489999996,3,0,0,0,0,1,0,0,0,0,2
CUS_0xa77f,April,Standhampton,Grove Street,28,Teacher,39800.12,3047.676667,7,5,12.0,17,18,17.03,4,Standard,660.69,29.864821182857142,18.041666666666668,Yes,176.66698758166666,2,1,0,0,0,0,1,0,0,1,3
CUS_0x1e70,April,Standhampton,Quality Street,17,Teacher,14841.35,1437.779167,6,5,17.0,60,16,26.782857142857143,6,Bad,3865.15,29.855752728571428,7.708333333333333,Yes,78.98367889333333,2,0,1,1,0,1,0,1,1,0,7
CUS_0xa335,April,BadShire,High Street,21,Journalist,66105.4,5653.783333,6,8,31.0,26,22,4.645,9,Bad,1549.56,31.936705228571427,11.458333333333334,Yes,316.2708469142857,1,1,0,1,0,1,0,1,0,1,5
CUS_0x71e0,April,Standhampton,MemoryStreet,28,Teacher,15398.95,1548.245833,1,7,5.0,1,0,8.785,8,Good,343.84,35.10411753166667,28.541666666666668,No,1517.2406175442857,2,0,0,1,0,1,0,1,0,0,4
CUS_0x4af0,April,Standhampton,Fleet Street,18,Journalist,27070.07,2518.839167,7,3,11.0,12,15,5.68,6,Standard,919.76,33.73896861,29.458333333333332,No,150.53090178714285,2,0,1,0,1,0,1,1,0,0,4
CUS_0x3861,April,BadShire,South Street,53,Writer,17992.775,1769.397917,3,5,6.0,8,10,7.467142857142857,2,_,565.22,29.96861516,19.208333333333332,No,85.85305582714285,1,0,0,0,0,0,0,0,0,0,0
CUS_0x240d,April,Lonton,New Street,55,Teacher,139354.48,10872.26506,3,3,18.0,15,16,4.773333333333333,3,Standard,519.3,34.96523712125,20.208333333333332,No,546.9960397125,2,0,0,0,0,0,0,0,0,0,0
CUS_0x2652,April,Lonton,Regent Street,22,Developer,18305.25,1557.4375,2,1,4.0,14,11,5.395,3,Good,363.51,33.7856349425,20.375,No,135.5459917475,3,0,0,0,0,0,0,0,0,0,0
CUS_0x259a,April,Standhampton,New Street,25,Journalist,27865.26,2606.105,4,3,6.0,22,18,18.05,5,Standard,635.59,25.7885381,30.625,Yes,1387.4516301525,2,0,0,0,0,0,0,1,0,0,1
CUS_0x28b5,April,Standhampton,Grove Street,36,Teacher,23404.86,1899.405,6,5,7.0,12,17,16.677142857142858,5,Standard,35.54,32.708745175000004,28.875,Yes,76.86468637749999,2,0,0,0,0,0,0,0,0,0,0
CUS_0x8643,April,Standhampton,King Street,33,Cleaner,14205.09,1086.7575,7,10,21.0,33,19,19.42,16,Bad,4845.24,31.3881211125,13.625,Yes,69.02191899375,1,0,1,1,0,1,0,1,0,0,8
CUS_0x12d5,April,Standhampton,High Street,28,Architect,62320.56,5068.38,9,9,18.0,23,15,17.24,15,Bad,3589.56,34.153097265,1.625,Yes,318.65001355,2,0,0,0,1,0,0,0,1,1,5
CUS_0x3f04,April,Lonton,Baker Street,25,Manager,43758.34,3454.528333,5,6,12.0,13,2,4.18,2,Good,1194.28,30.246924238333335,33.375,No,1892.5346223183335,3,1,0,0,0,0,1,0,0,0,2
CUS_0x62c6,April,Standhampton,Fleet Street,20,Journalist,144881.68,11877.47333,3,4,15.0,5,13,10.266666666666666,2,Standard,404.51,34.52491211375,26.041666666666668,Yes,1916.069456825,2,0,1,0,1,0,0,1,1,0,4
CUS_0x398d,April,Standhampton,High Street,38,Journalist,108147.3,8926.275,3,6,6.0,14,20,7.57,0,Standard,1113.06,33.68580879428571,29.041666666666664,Yes,1820.2246135285714,2,0,0,0,0,0,1,1,1,0,4
CUS_0x618b,April,BadShire,MemoryStreet,27,Architect,17759.1,1533.925,6,8,19.0,24,20,6.45,10,Bad,3598.39,31.275439041428573,5.041666666666667,Yes,166.28540442857144,1,0,0,0,1,0,1,1,0,1,5
CUS_0x7250,April,Lonton,Downing Street,37,Lawyer,85328.73,6858.7275,3,4,11.0,12,17,1.9966666666666668,2,Good,585.05,29.945139658571428,31.875,No,257.137022705,3,0,0,0,0,0,0,1,0,0,1
CUS_0x6435,April,Standhampton,Imperial Street,27,Journalist,134321.44,10531.022922,3,5,12.0,26,19,10.232857142857142,3,Standard,1428.68,33.94873749125,32.958333333333336,Yes,1825.1273906142858,2,0,0,0,0,1,0,1,1,0,4
CUS_0xb6ad,April,BadShire,Queen Street,24,Student,61008.0,5235.0,10,5,32.0,16,19,18.86857142857143,12,Standard,1755.81,31.452981085,9.041666666666666,Yes,270.07969435,1,0,0,0,1,0,0,1,0,1,4
CUS_0x7878,April,Standhampton,Fleet Street,19,Journalist,28665.76,2582.813333,7,3,5.0,16,10,5.486666666666667,0,Standard,1237.46,33.87193040625,24.541666666666664,No,181.61568172285715,2,0,0,0,0,0,0,0,1,0,1
CUS_0x35b5,April,Standhampton,New Street,18,Architect,56803.71,4620.6425,7,5,25.0,46,23,16.855,11,Bad,2593.44,30.94621407857143,6.041666666666667,Yes,2162.54289066,2,1,0,0,0,1,0,1,1,0,6
CUS_0x7a0f,April,BadShire,Park Street,32,Student,38364.82,2904.068333,9,6,32.0,34,22,3.0114285714285716,11,Bad,1973.63,31.726704968571426,19.541666666666668,Yes,1524.8339795085715,1,0,0,1,1,1,0,0,1,0,4
CUS_0x1c09,April,Standhampton,Jubilee Street,21,Teacher,66528.24,5733.02,5,5,11.0,17,9,12.792857142857143,2,Standard,1460.8,32.7059330225,22.625,Yes,137.75837586,2,0,0,0,0,0,0,0,0,0,0
CUS_0x2c0d,April,Standhampton,Jubilee Street,55,Journalist,1501002.5041666667,1904.950417,1,7,3.0,13,9,3.1857142857142855,2,Good,339.11,34.3766946675,16.625,No,138.3851731075,2,0,1,0,0,0,0,0,1,0,3
CUS_0x9073,April,Standhampton,Quality Street,19,Journalist,31122.79,2761.565833,7,5,12.0,28,20,8.875,4,Standard,358.6,32.7282813975,23.041666666666668,No,212.74353754285715,2,0,0,0,0,0,0,0,0,0,0
CUS_0x2813,April,BadShire,Park Street,19,Mechanic,15015.4,1213.283333,5,5,9.0,25,11,4.468571428571429,1,Good,330.17,30.11122073857143,21.875,No,94.62418748,1,0,0,0,0,0,0,0,1,0,1
CUS_0xac93,April,BadShire,River Street,34,Farmer,19777.05,1728.0875,5,3,3.0,19,3,6.95,1,Good,186.16,31.423142676666668,21.875,No,3384.6666690666666,1,0,0,0,0,0,0,1,1,1,3
CUS_0x8c69,April,Lonton,Old Street,24,Teacher,1186627.2675,1851.335,4,3,6.0,9,6,2.435,0,Good,399.92,31.97493682625,20.458333333333332,No,85.58423313750001,3,0,0,0,0,1,0,1,0,0,3
CUS_0x365a,April,BadShire,High Street,54,Architect,41345.58,3260.465,0,5,10.0,7,0,5.753333333333334,7,Good,646.47,29.09047103125,28.375,No,1531.3996257814285,1,0,0,0,0,0,0,0,0,0,0
CUS_0x7586,April,BadShire,Trafalgar Street,32,Mechanic,55151.04,4704.92,10,6,23.0,31,17,11.14,9,Bad,1743.83,33.991629288571424,12.458333333333334,Yes,221.36308278571428,1,0,1,1,0,0,0,0,0,1,6
CUS_0x9c67,April,Standhampton,MemoryStreet,39,Journalist,30536.62,2430.718333,6,6,7.0,19,8,7.83,4,Standard,687.87,33.89916065,15.625,Yes,1527.55590466,2,0,0,0,0,0,0,0,0,1,2
