Customer_ID,Month,City,Street,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Credit_Score,Has_Payday_Loan,Has_Credit_Builder_Loan,Has_Not_Specified_Loan,Has_Home_Equity_Loan,Has_Mortgage_Loan,Has_Personal_Loan,Has_Student_Loan,Has_Debt_Consolidation_Loan,Has_Auto_Loan,Loan_Count
CUS_0x21b1,August,Lonton,Old Street,28,Teacher,34847.84,3037.986667,2,4,6.0,3,4,5.42,2,Good,605.03,32.93385629,27.166666666666668,No,218.9043435,3,0,1,0,0,0,0,0,0,0,1
CUS_0x2dbc,January,Lonton,Downing Street,34,Developer,143162.64,12187.22,1,5,8.0,5,8,7.1,3,Good,1303.01,28.61673482,17.75,No,168.4137027,3,0,0,1,0,0,0,0,0,1,3
CUS_0x2dbc,February,Lonton,Downing Street,34,Developer,143162.64,12187.22,1,5,8.0,13,6,7.1,3,Good,1303.01,41.70257342,17.833333333333332,No,232.8603838,3,0,0,1,0,0,0,0,0,1,3
CUS_0x2dbc,March,Lonton,Downing Street,34,Developer,143162.64,12187.22,1,5,8.0,8,6,11.1,3,Good,1303.01,26.51981539,17.916666666666668,No,10000.0,3,0,0,1,0,0,0,0,0,1,3
CUS_0x2dbc,April,Lonton,Downing Street,34,Developer,143162.64,12187.22,1,5,8.0,8,5,9.1,3,_,1303.01,39.50164811,18.0,No,825.2162699,3,0,0,1,0,0,0,0,0,1,3
CUS_0x2dbc,May,Lonton,Downing Street,34,Developer,143162.64,12187.22,1,5,8.0,10,5,7.1,3,Good,1303.01,31.37614957,18.083333333333332,No,430.9475279,3,0,0,1,0,0,0,0,0,1,3
CUS_0x2dbc,June,Lonton,Downing Street,34,Developer,143162.64,12187.22,1,5,8.0,8,6,7.1,3,Good,1303.01,39.78399346,18.166666666666668,No,257.8080994,3,0,0,1,0,0,0,0,0,1,3
CUS_0x2dbc,July,Standhampton,Downing Street,34,Developer,143162.64,12187.22,1,5,8.0,8,6,7.1,3,Good,1303.01,38.06862363,18.25,No,263.1741632,2,0,0,1,0,0,0,0,0,1,3
CUS_0x2dbc,August,Standhampton,Downing Street,34,Developer,143162.64,12187.22,1,5,8.0,8,6,7.1,3,Good,1303.01,38.37475295,18.333333333333332,No,10000.0,2,0,0,1,0,0,0,0,0,1,3
CUS_0xb891,January,Standhampton,Jubilee Street,54,Architect,30689.89,2612.490833,2,5,4.0,0,6,1.99,4,Good,632.46,26.54422872,17.25,No,81.22885871,2,0,0,1,0,0,0,0,0,0,1
CUS_0xb891,February,Standhampton,Jubilee Street,54,Architect,30689.89,2612.490833,2,5,4.0,5,3,0.27571428571428575,4,Good,632.46,35.27998178,17.333333333333332,No,124.8818199,2,0,0,1,0,0,0,0,0,0,1
CUS_0xb891,March,Standhampton,Jubilee Street,55,Architect,30689.89,2612.490833,2,5,4.0,3,9,1.99,4,Good,632.46,32.30116343,17.416666666666668,NM,83.4065088,2,0,0,1,0,0,0,0,0,0,1
CUS_0xb891,April,Standhampton,Jubilee Street,55,Architect,30689.89,2612.490833,2,5,4.0,7,6,-2.01,4,Good,632.46,38.13234819,17.5,No,272.3340374,2,0,0,1,0,0,0,0,0,0,1
CUS_0xb891,May,Standhampton,Jubilee Street,55,Architect,30689.89,2612.490833,2,5,4.0,5,6,-1.01,4,Good,632.46,41.15431655,17.583333333333332,No,10000.0,2,0,0,1,0,0,0,0,0,0,1
CUS_0xb891,June,Standhampton,Jubilee Street,55,Architect,30689.89,2612.490833,2,5,4.0,5,6,-3.01,4,_,632.46,27.44542179,17.666666666666668,No,1536.9645928842856,2,0,0,1,0,0,0,0,0,0,1
CUS_0xb891,July,Standhampton,Jubilee Street,55,Architect,30689.89,2612.490833,2,5,4.0,5,6,1.99,4,Good,632.46,26.05639528,17.75,No,71.28367488,2,0,0,1,0,0,0,0,0,0,1
CUS_0xb891,August,Standhampton,Jubilee Street,55,Architect,30689.89,2612.490833,2,5,4.0,4,9,1.99,4,Good,632.46,27.33251493,17.833333333333332,No,125.6172505,2,0,0,1,0,0,0,0,0,0,1
CUS_0x1cdb,January,Standhampton,Old Street,21,Journalist,35547.71,2853.309167,7,5,5.0,5,15,2.58,4,Standard,943.86,39.79776423,30.666666666666668,Yes,276.7253943,2,0,0,0,0,0,0,0,0,0,0
CUS_0x1cdb,February,Standhampton,Old Street,21,Journalist,35547.71,2853.309167,7,5,5.0,9,15,2.58,4,Standard,943.86,27.02036025,30.75,NM,144.1941900457143,2,0,0,0,0,0,0,0,0,0,0
CUS_0x1cdb,March,Standhampton,Old Street,21,Journalist,35547.71,2853.309167,7,5,5.0,5,12,2.58,4,Standard,943.86,23.46230304,30.833333333333332,Yes,173.138651,2,0,0,0,0,0,0,0,0,0,0
CUS_0x1cdb,April,Standhampton,Old Street,21,Journalist,35547.71,2853.309167,7,5,5.0,1,15,2.58,4,_,943.86,28.92495378,30.916666666666668,Yes,96.78548509,2,0,0,0,0,0,0,0,0,0,0
CUS_0x1cdb,May,Standhampton,Old Street,21,Journalist,35547.71,2853.309167,7,5,5.0,9,17,2.5800000000000005,4,_,943.86,41.77618715,31.0,Yes,62.72327834,2,0,0,0,0,0,0,0,0,0,0
CUS_0x1cdb,June,Standhampton,Old Street,21,Journalist,35547.71,2853.309167,7,5,5.0,5,15,2.58,4,Standard,943.86,29.21755633,31.083333333333332,Yes,37.64363789,2,0,0,0,0,0,0,0,0,0,0
CUS_0x1cdb,July,Standhampton,Old Street,21,Journalist,35547.71,2853.309167,7,5,5.0,10,15,2.58,4,Standard,943.86,26.26382269,31.166666666666668,Yes,181.0119827,2,0,0,0,0,0,0,0,0,0,0
CUS_0x1cdb,August,Standhampton,Old Street,21,Journalist,35547.71,2853.309167,7,5,5.0,1,15,2.58,4,Standard,943.86,25.86292247,31.25,Yes,181.330901,2,0,0,0,0,0,0,0,0,0,0
CUS_0x95ee,January,Lonton,Elm Street,31,Scientist,73928.46,5988.705000000001,4,5,8.0,12,10,10.14,2,Good,548.2,39.96268501,31.916666666666668,No,98.67440994,3,0,0,0,0,0,0,0,0,0,0
CUS_0x95ee,February,Lonton,Elm Street,31,Scientist,73928.46,5988.705,4,5,8.0,8,7,9.973333333333334,2,Good,548.2,42.7698644,32.0,NM,172.9392145,3,0,0,0,0,0,0,0,0,0,0
CUS_0x95ee,March,Lonton,Elm Street,31,Scientist,73928.46,5988.705,4,5,8.0,8,7,10.14,2,Good,548.2,40.71218653,32.083333333333336,No,150.0597343,3,0,0,0,0,0,0,0,0,0,0
CUS_0x95ee,April,Lonton,Elm Street,31,Scientist,73928.46,5988.705,4,5,8.0,8,7,10.14,2,Good,548.2,30.20165771,32.166666666666664,No,618.2023913,3,0,0,0,0,0,0,0,0,0,0
CUS_0x95ee,May,Lonton,Elm Street,31,Scientist,73928.46,5988.705,4,5,8.0,11,7,9.973333333333334,2,_,548.2,26.33331043,32.25,No,177.9518357,3,0,0,0,0,0,0,0,0,0,0
CUS_0x95ee,June,Lonton,Elm Street,31,Scientist,73928.46,5988.705,4,5,8.0,7,7,10.14,2,Good,548.2,35.27543652,32.333333333333336,No,235.790325,3,0,0,0,0,0,0,0,0,0,0
CUS_0x95ee,July,Lonton,Elm Street,31,Scientist,73928.46,5988.705,4,5,8.0,8,7,9.14,2,_,548.2,36.62479126,32.416666666666664,No,348.5093995,2,0,0,0,0,0,0,0,0,0,0
CUS_0x95ee,August,Lonton,Elm Street,31,Scientist,73928.46,5988.705,4,5,8.0,8,7,10.14,2,Good,548.2,35.98284740857143,32.5,No,257.44675860571425,3,0,0,0,0,0,0,0,0,0,0
CUS_0x284a,January,Lonton,Market Street,33,Media_Manager,131313.4,11242.78333,0,1,8.0,0,3,9.34,4,Good,352.16,32.200509,30.583333333333332,No,378.1712535,3,0,1,0,0,1,0,0,0,0,2
CUS_0x284a,February,Lonton,Market Street,34,Media_Manager,131313.4,11242.78333,0,1,8.0,0,2,15.34,4,Good,352.16,31.98371001,30.666666666666668,No,698.8732707,3,0,1,0,0,1,0,0,0,0,2
CUS_0x284a,March,Lonton,Market Street,34,Media_Manager,131313.4,10469.20776,0,1,8.0,0,3,10.340000000000002,4,Good,352.16,31.8031345,30.75,NM,188.0643211,3,0,1,0,0,1,0,0,0,0,2
CUS_0x284a,April,Lonton,Market Street,34,Media_Manager,131313.4,10469.20776,0,1,8.0,0,2,8.34,4,Good,352.16,42.6457849,30.833333333333332,No,487.99548881571434,3,0,1,0,0,1,0,0,0,0,2
CUS_0x284a,May,Lonton,Market Street,34,Media_Manager,131313.4,10469.20776,0,1,8.0,0,4,9.34,4,Good,352.16,40.90251715,30.916666666666668,No,263.3789089,3,0,1,0,0,1,0,0,0,0,2
CUS_0x284a,June,Standhampton,Market Street,34,Media_Manager,1671043.9142857143,10727.066283333332,0,1,8.0,0,3,11.34,4,Good,352.16,33.667304765714285,31.0,No,86.56638801,2,0,1,0,0,1,0,0,0,0,2
CUS_0x284a,July,Lonton,Market Street,34,Media_Manager,10909427.0,10727.066283333332,0,1,8.0,0,2,9.34,4,Good,352.16,26.94756515,31.083333333333332,No,930.3918978,3,0,1,0,0,1,0,0,0,0,2
CUS_0x284a,August,Lonton,Market Street,34,Media_Manager,131313.4,10469.20776,0,1,8.0,0,2,9.34,4,Good,352.16,29.18791265,31.166666666666668,No,870.5223817,3,0,1,0,0,1,0,0,0,0,2
CUS_0x5407,January,BadShire,King Street,30,Unemployed,34081.38,2611.115,8,7,15.0,30,11,17.13,5,Standard,1704.18,24.44806275,14.583333333333332,NM,162.4410092,1,0,0,1,0,0,0,1,0,1,3
CUS_0x5407,February,BadShire,King Street,30,Unemployed,34081.38,2611.115,8,7,15.0,30,14,17.13,5,_,1704.18,35.17116002,14.666666666666666,Yes,38.43698276,1,0,0,1,0,0,0,1,0,1,3
CUS_0x5407,March,BadShire,King Street,30,Unemployed,34081.38,2611.115,8,7,15.0,31,14,17.13,5,Standard,1704.18,35.11155247,14.75,Yes,112.6891368925,1,0,0,1,0,0,0,1,0,1,3
CUS_0x5407,April,BadShire,King Street,30,Unemployed,34081.38,2611.115,8,7,15.0,34,14,17.27285714285714,5,Standard,1704.18,29.76215931,14.833333333333334,Yes,220.5521919,1,0,0,1,0,0,0,1,0,1,3
CUS_0x5407,May,Standhampton,King Street,30,Unemployed,34081.38,2611.115,8,7,15.0,27,14,17.13,5,_,1704.18,30.20621422,14.916666666666666,Yes,112.6891368925,2,0,0,1,0,0,0,1,0,1,3
CUS_0x5407,June,Standhampton,King Street,30,Unemployed,34081.38,2611.115,8,7,15.0,30,14,18.13,5,Standard,1704.18,31.17087232,15.0,Yes,112.6891368925,2,0,0,1,0,0,0,1,0,1,3
CUS_0x5407,July,Standhampton,King Street,30,Unemployed,34081.38,2611.115,8,7,15.0,30,11,17.13,5,Standard,1704.18,38.43850508,15.083333333333334,NM,112.6891368925,2,0,0,1,0,0,0,1,0,1,3
CUS_0x5407,August,BadShire,King Street,30,Unemployed,34081.38,2611.115,8,7,15.0,30,14,17.13,9,_,1704.18,32.04407516714286,15.166666666666666,Yes,29.32636371,1,0,0,1,0,0,0,1,0,1,3
CUS_0x4157,January,Lonton,Abbey Drive,23,Manager,114838.41,9843.8675,2,5,7.0,13,11,8.24,3,Good,1377.74,33.66455429,21.333333333333332,No,215.1935159,3,0,0,0,0,0,1,0,1,1,3
CUS_0x4157,February,Lonton,Abbey Drive,23,Manager,114838.41,9843.8675,2,5,7.0,11,8,8.84,3,Good,1377.74,27.62632549,21.416666666666668,NM,212.2356022,3,0,0,0,0,0,1,0,1,1,3
CUS_0x4157,March,Lonton,Abbey Drive,23,Manager,114838.41,9843.8675,2,5,7.0,11,11,8.84,3,Good,1377.74,35.1415673,21.5,NM,331.24873817142856,3,0,0,0,0,0,1,0,1,1,3
CUS_0x4157,April,Lonton,Abbey Drive,23,Manager,114838.41,9843.8675,2,5,7.0,11,11,8.24,8,Good,1377.74,30.45903184,21.583333333333332,No,225.0820495,3,0,0,0,0,0,1,0,1,1,3
CUS_0x4157,May,Lonton,Abbey Drive,23,Manager,114838.41,9843.8675,2,5,7.0,11,11,11.24,8,Good,1377.74,29.81918663,21.666666666666668,No,649.8093642,2,0,0,0,0,0,1,0,1,1,3
CUS_0x4157,June,Lonton,Abbey Drive,24,Manager,114838.41,9843.8675,2,5,7.0,13,14,8.24,8,_,1377.74,26.11421387,21.75,NM,546.3805705,3,0,0,0,0,0,1,0,1,1,3
CUS_0x4157,July,Lonton,Abbey Drive,24,Manager,114838.41,9843.8675,2,5,7.0,11,11,8.84,8,Good,1377.74,31.76751565,21.833333333333332,No,215.4682977,3,0,0,0,0,0,1,0,1,1,3
CUS_0x4157,August,Standhampton,Abbey Drive,23,Manager,114838.41,9843.8675,2,5,7.0,11,11,8.24,8,Good,1377.74,27.81335364,21.916666666666668,No,254.5717672,2,0,0,0,0,0,1,0,1,1,3
CUS_0xba08,January,Lonton,Downing Street,44,Lawyer,31370.8,2825.233333,0,5,12.0,4,0,5.76,2,Good,421.43,28.63626921285714,26.416666666666668,NM,154.3527811,3,1,0,1,0,0,0,0,0,0,2
CUS_0xba08,February,Lonton,Downing Street,44,Lawyer,31370.8,2825.233333,1,6,12.0,2,0,-1.24,2,Good,421.43,28.22048096,26.5,No,298.7444693,3,1,0,1,0,0,0,0,0,0,2
CUS_0xba08,March,Lonton,Downing Street,44,Lawyer,31370.8,2825.233333,1,6,12.0,1,0,1.76,5,Good,421.43,31.04641791,26.583333333333332,No,140.820696,3,1,0,1,0,0,0,0,0,0,2
CUS_0xba08,April,Lonton,Downing Street,44,Lawyer,31370.8,2825.233333,1,6,12.0,1,0,5.76,5,_,421.43,30.1680304,26.666666666666668,No,233.6055264,3,1,0,1,0,0,0,0,0,0,2
CUS_0xba08,May,Lonton,Downing Street,44,Lawyer,31370.8,2825.233333,1,6,12.0,1,0,5.76,5,_,421.43,25.18923173,26.75,No,184.7005716,3,1,0,1,0,0,0,0,0,0,2
CUS_0xba08,June,Lonton,Downing Street,44,Lawyer,31370.8,2825.233333,1,6,12.0,1,0,5.76,5,Good,421.43,25.50246855,26.833333333333332,No,137.7174249,3,1,0,1,0,0,0,0,0,0,2
CUS_0xba08,July,Lonton,Downing Street,45,Lawyer,31370.8,2825.233333,1,6,12.0,1,2,5.76,5,Good,421.43,22.76220217,26.916666666666668,No,188.3949005,3,1,0,1,0,0,0,0,0,0,2
CUS_0xba08,August,Lonton,Downing Street,45,Lawyer,31370.8,2825.233333,1,6,12.0,1,2,5.76,5,_,421.43,37.56505277,27.0,No,252.6448272,3,1,0,1,0,0,0,0,0,0,2
CUS_0xa66b,January,Standhampton,Imperial Street,40,Journalist,33751.27,2948.605833,5,5,20.0,16,20,11.0,4,Standard,1328.93,37.08907565,19.166666666666664,NM,117.3066971,2,0,1,0,0,0,1,0,0,1,3
CUS_0xa66b,February,Standhampton,Imperial Street,40,Journalist,33751.27,2948.605833,5,5,20.0,16,20,10.571428571428571,4,Standard,1328.93,30.90808063,19.25,Yes,70.13107792,2,0,1,0,0,0,1,0,0,1,3
CUS_0xa66b,March,Standhampton,Imperial Street,40,Journalist,33751.27,2948.605833,5,5,20.0,16,20,11.0,8,Standard,1328.93,31.425921799999998,19.333333333333332,Yes,270.1825822,2,0,1,0,0,0,1,0,0,1,3
CUS_0xa66b,April,Standhampton,Imperial Street,40,Journalist,33751.27,2948.605833,5,5,20.0,17,20,11.0,8,Standard,1328.93,23.40441278,19.416666666666668,Yes,25.19256191,2,0,1,0,0,0,1,0,0,1,3
CUS_0xa66b,May,Standhampton,Imperial Street,40,Journalist,33751.27,2948.605833,5,5,20.0,16,20,8.0,8,Standard,1328.93,29.07375818,19.5,Yes,243.3296848,2,0,1,0,0,0,1,0,0,1,3
CUS_0xa66b,June,Standhampton,Imperial Street,40,Journalist,33751.27,2948.605833,5,5,20.0,16,20,11.0,8,Standard,1328.93,32.78263673,19.583333333333332,Yes,72.86008181,2,0,1,0,0,0,1,0,0,1,3
CUS_0xa66b,July,Standhampton,Imperial Street,40,Journalist,33751.27,2948.605833,5,5,20.0,16,20,11.0,8,Standard,1328.93,35.58400505,19.666666666666668,Yes,35.42716954,2,0,1,0,0,0,1,0,0,1,3
CUS_0xa66b,August,Standhampton,Imperial Street,41,Journalist,33751.27,2948.605833,5,5,20.0,16,20,11.0,8,Standard,1328.93,31.13948358,19.75,Yes,25.96961191,2,0,1,0,0,0,1,0,0,1,3
CUS_0xc0ab,January,Lonton,Old Street,32,Journalist,88640.24,7266.686667,3,6,1.0,4,0,3.51,3,Good,950.36,28.21061721,25.416666666666668,No,305.29010467599994,2,1,0,0,0,0,0,0,0,0,2
CUS_0xc0ab,February,Lonton,Old Street,33,Journalist,88640.24,7266.686667,3,6,1.0,4,2,3.51,3,Good,950.36,41.03616828,25.5,NM,305.29010467599994,3,1,0,0,0,0,0,0,0,0,2
CUS_0xc0ab,March,Standhampton,Old Street,33,Journalist,88640.24,7266.686667,3,6,1.0,4,0,3.51,3,Good,950.36,33.18720554666667,25.583333333333332,No,298.1889115,2,1,0,0,0,0,0,0,0,0,2
CUS_0xc0ab,April,Standhampton,Old Street,33,Journalist,88640.24,7266.686667,3,6,1.0,4,2,3.51,3,Good,950.36,33.18720554666667,25.666666666666668,No,305.29010467599994,2,1,0,0,0,0,0,0,0,0,2
CUS_0xc0ab,May,Lonton,Old Street,33,Journalist,88640.24,7266.686667,3,6,1.0,4,0,3.51,3,Good,950.36,34.70283693,25.75,No,279.6186221,3,1,0,0,0,0,0,0,0,0,2
CUS_0xc0ab,June,Lonton,Old Street,33,Journalist,88640.24,7266.686667,3,6,1.0,4,0,3.51,3,Good,950.36,38.32363895,25.833333333333332,No,686.1262166,3,1,0,0,0,0,0,0,0,0,2
CUS_0xc0ab,July,Lonton,Old Street,33,Journalist,88640.24,7266.686667,3,6,1.0,4,2,3.509999999999999,3,_,950.36,25.9791728,25.916666666666668,No,164.0748219,3,1,0,0,0,0,0,0,0,0,2
CUS_0xc0ab,August,Lonton,Old Street,33,Journalist,88640.24,7266.686667,3,6,1.0,4,0,3.51,3,Good,950.36,30.87079911,26.0,No,98.44195128,3,1,0,0,0,0,0,0,0,0,2
CUS_0x3e45,January,Standhampton,Jubilee Street,35,Journalist,54392.16,4766.68,6,4,14.0,10,8,5.54,3,Standard,179.22,25.64924607,26.833333333333332,Yes,243.7354374,2,0,0,1,0,0,1,1,0,0,3
CUS_0x3e45,February,Standhampton,Jubilee Street,35,Journalist,54392.16,4766.68,6,4,14.0,10,10,4.54,3,Standard,179.22,29.40877528,26.916666666666668,Yes,142.7518641,2,0,0,1,0,0,1,1,0,0,3
CUS_0x3e45,March,Standhampton,Jubilee Street,35,Journalist,54392.16,4766.68,6,4,14.0,15,11,5.54,3,_,179.22,31.25892847,27.0,NM,33.34956859,2,0,0,1,0,0,1,1,0,0,3
CUS_0x3e45,April,Standhampton,Jubilee Street,35,Journalist,54392.16,4766.68,6,4,14.0,10,7,0.54,3,Standard,179.22,30.29980524857143,27.083333333333332,Yes,494.8422277,2,0,0,1,0,0,1,1,0,0,3
CUS_0x3e45,May,Standhampton,Jubilee Street,35,Journalist,54392.16000000002,4766.68,6,4,14.0,10,8,11.54,3,Standard,179.22,34.59532446,27.166666666666668,Yes,233.1184454,2,0,0,1,0,0,1,1,0,0,3
CUS_0x3e45,June,Standhampton,Jubilee Street,35,Journalist,54392.16,4766.68,6,4,14.0,10,8,5.54,3,_,179.22,23.1950254,27.25,Yes,635.1465605,2,0,0,1,0,0,1,1,0,0,3
CUS_0x3e45,July,Standhampton,Jubilee Street,36,Journalist,54392.16,4766.68,6,4,14.0,10,8,5.54,7,Standard,179.22,35.11253199,27.333333333333332,Yes,158.1124035,2,0,0,1,0,0,1,1,0,0,3
CUS_0x3e45,August,Standhampton,Jubilee Street,36,Journalist,54392.16,4766.68,6,4,14.0,10,8,5.54,7,Standard,179.22,32.87880507,27.416666666666668,Yes,277.29378674142856,2,0,0,1,0,0,1,1,0,0,3
CUS_0x6c66,January,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,23,9,8.86,6,_,2602.69,24.52316385,8.916666666666666,Yes,13.06620992,1,1,0,0,1,0,1,1,0,1,7
CUS_0x6c66,February,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,23,9,8.86,6,Standard,2602.69,39.9025176,9.0,Yes,34.71516394,1,1,0,0,1,0,1,1,0,1,7
CUS_0x6c66,March,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,23,9,8.86,6,Standard,2602.69,36.47591386,9.083333333333334,NM,30.31499549,1,1,0,0,1,0,1,1,0,1,7
CUS_0x6c66,April,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,22,7,8.86,6,Standard,2602.69,32.09749228,9.166666666666666,Yes,20.39018388,1,1,0,0,1,0,1,1,0,1,7
CUS_0x6c66,May,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,22,9,8.86,6,Standard,2602.69,37.16937449,9.25,Yes,30.31499549,1,1,0,0,1,0,1,1,0,1,7
CUS_0x6c66,June,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,23,6,8.86,6,Standard,2602.69,28.57003141,9.333333333333334,Yes,52.93161341,1,1,0,0,1,0,1,1,0,1,7
CUS_0x6c66,July,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,21,9,8.86,9,Standard,2602.69,32.50771865,9.416666666666666,Yes,30.4718063,1,1,0,0,1,0,1,1,0,1,7
CUS_0x6c66,August,BadShire,Main Street,39,Cleaner,8701.545,519.12875,6,5,32.0,23,9,8.86,9,Standard,2602.69,28.81553706,9.5,NM,30.31499549,1,1,0,0,1,0,1,1,0,1,7
CUS_0xff4,January,Standhampton,Old Street,36,Journalist,25546.26,2415.855,8,7,14.0,16,14,7.83,5,Standard,758.44,37.41820917,18.166666666666668,NM,53.10459911,2,0,1,1,0,0,0,1,0,1,5
CUS_0xff4,February,Standhampton,Old Street,37,Journalist,25546.26,2415.855,8,7,14.0,16,13,7.83,5,Standard,758.44,29.71137554,18.25,Yes,131.69746963285712,2,0,1,1,0,0,0,1,0,1,5
CUS_0xff4,March,Standhampton,Old Street,37,Journalist,25546.26,2415.855,8,7,14.0,16,10,7.83,5,Standard,758.44,25.41361674,18.333333333333332,Yes,91.21658676,2,0,1,1,0,0,0,1,0,1,5
CUS_0xff4,April,Standhampton,Old Street,37,Journalist,25546.26,2415.855,8,7,14.0,16,10,7.83,5,Standard,758.44,35.94627822,18.416666666666668,Yes,83.71475049,2,0,1,1,0,0,0,1,0,1,5
CUS_0xff4,May,Standhampton,Old Street,37,Journalist,25546.26,2415.855,8,7,14.0,16,13,7.83,5,Standard,758.44,28.27742001,18.5,Yes,311.9993475,2,0,1,1,0,0,0,1,0,1,5
CUS_0xff4,June,Standhampton,Old Street,37,Journalist,25546.26,2415.855,8,7,14.0,16,10,7.83,5,_,758.44,34.58659949,18.583333333333332,Yes,61.73074847,2,0,1,1,0,0,0,1,0,1,5
CUS_0xff4,July,Standhampton,Old Street,37,Journalist,25546.26,2415.855,8,7,14.0,16,14,10.83,5,Standard,758.44,30.09906724,18.666666666666668,Yes,130.3003938,2,0,1,1,0,0,0,1,0,1,5
CUS_0xff4,August,Standhampton,Old Street,37,Journalist,25546.26,2415.855,8,7,14.0,15,13,7.83,5,Standard,758.44,39.3334879,18.75,Yes,189.8158613,2,0,1,1,0,0,0,1,0,1,5
